Cliente;Cidade;Vendedor;Codigo;Item;Tipo;SubTipo;ItensNovos;Fornecedor;QtdSaida;ValorSaida;ValorEntrada;ValorVenda;ValorIcmsST;ValorIPI;TotalSemImpostos;TotalComImpostos;NFSaida;CFOP;DataSaida;ICMS;TipProdIPI;NSaiStatus;TipoNota;QTD_DIAS_FAT;Qtd_Dias_1;Qtd_Dias_2;Qtd_Dias_3
FERRAMENTARIA JUNDIAI;JUNDIAÍ;ANDERSON FONTES;5873503;40020600T028 RETA 2C 30° D=6X6X76X28;FRESA DE TOPO;FRESAMENTO;;KENNAMETAL;6;86;51,98;190,25;0;0;516;516;222;5,102;11/08/2017;;8;0;1;1;45;;
FERRAMENTARIA JUNDIAI;JUNDIAÍ;ANDERSON FONTES;5873506;40020800T020 RETA 2C 30° D=8X8X63X20;FRESA DE TOPO;FRESAMENTO;;KENNAMETAL;6;100.404;57,05;208,8;0;0;602.424;602.424;222;5,102;11/08/2017;;8;0;1;1;45;;
FERRAMENTARIA JUNDIAI;JUNDIAÍ;ANDERSON FONTES;5873494;40020400T019 RETA 2C 30° D=4X4X63X19;FRESA DE TOPO;FRESAMENTO;;KENNAMETAL;6;71.568;40,65;148,78;0;0;429.408;429.408;222;5,102;11/08/2017;;8;0;1;1;45;;
AJITEC;VARZEA PAULISTA;ANDERSON FONTES;6172444;VTSFT-TC6511 WP49EG M5X0,8 DIN371 6H C FURO CEGO;MACHO;ROSQUEAMENTO;;KENNAMETAL;1;63.354;40,62;148,67;0;0;63.354;63.354;223;5,102;11/08/2017;;8;0;1;1;28;;
AJITEC;VARZEA PAULISTA;ANDERSON FONTES;3955100;GT305080 GM6515 MACHO M5X0,8 HSS-E-PM;MACHO;ROSQUEAMENTO;;KENNAMETAL;2;109;80,31;293,93;0;0;218;218;223;5,102;11/08/2017;;8;0;1;1;28;;
AJITEC;VARZEA PAULISTA;ANDERSON FONTES;5368735;VTSFT6516 WU41EG M5 ISO2 (6H) 3F DIN 371 C FURO CEGO;MACHO;FURAÇÃO;;KENNAMETAL;1;110,37;50,26;183,95;0;0;110,37;110,37;223;5,102;11/08/2017;;8;0;1;1;28;;
CONEX;LOUVEIRA;MARCOS PAULO;2012748;RH20 TN2505;INSERTO;FRESAMENTO;;KENNAMETAL;2;139,18;71,21;260,62;0;0;278,36;278,36;224;5,102;11/08/2017;;8;0;1;1;28;;
CONEX;LOUVEIRA;MARCOS PAULO;562487;M270BD020A20L170 RH20;SUPORTE;FRESAMENTO;;GCTOOLS;1;360;200;600;0;0;360;360;224;5,102;11/08/2017;;0;0;1;1;28;;
JERUEL;JUNDIAÍ;MARCOS PAULO;3273855;20SMC100M D=10;PINÇA;COMPONENTES;;KENNAMETAL;1;224,73;123,91;371,73;0;0;224,73;224,73;225;5,102;11/09/2017;;0;0;1;1;28;;
JERUEL;JUNDIAÍ;MARCOS PAULO;4143992;VDS201A08500 WU25PD D=8.5 3XD SEM REFRI;BROCA;FURAÇÃO;;KENNAMETAL;2;213,02;112,76;412,7;0;0;426,04;426,04;225;5,405;11/09/2017;;8;0;1;1;28;;
BRASMOLDE;JUNDIAÍ;ANDERSON FONTES;2256355;D61812005RJ RETA 6C 30° D=12X12X100X30;FRESA DE TOPO;MOLDES E MATRIZES;;KENNAMETAL;1;522,21;260,3;952,7;0;0;522,21;522,21;226;5,102;11/09/2017;;8;0;1;1;28;;
CARDANHA USINAGEM;VARZEA PAULISTA;ANDERSON FONTES;01991P;PORTA FRESA FACEAR BT 40 X 22,00MM (L1= 55,00MM) -12.000RPM;PARTES E ACESSORIOS PARA MAQUINAS;FIXAÇÃO;;BASFIX/ BTFIXO;1;277;185,28;570,66;0;0;277;277;227;5,102;11/09/2017;;0;0;1;1;28;;
CARDANHA USINAGEM;VARZEA PAULISTA;ANDERSON FONTES;1163;PINO FIXACAO BT 40 - 45G - SEM REFRIGERACAO INTERNA;PARTES E ACESSORIOS PARA MAQUINAS;FIXAÇÃO;;BASFIX/ BTFIXO;1;27,7;18,45;56,82;0;0;27,7;27,7;227;5,102;11/09/2017;;0;0;1;1;28;;
REALEZA;JUNDIAÍ;ANDERSON FONTES;4143943;VDS201A05100 WU25PD D=5.1 3XD SEM REFRI;BROCA;FURAÇÃO;;KENNAMETAL;1;163,84;93,95;343,86;0;0;163,84;163,84;228;5,405;11/09/2017;;8;0;1;1;28;;
REALEZA;JUNDIAÍ;ANDERSON FONTES;5826024;40040400T011 RETA 4C 30° D=4X4X50X11;FRESA DE TOPO;FRESAMENTO;;KENNAMETAL;1;76,49;43,46;159,06;0;0;76,49;76,49;228;5,102;11/09/2017;;8;0;1;1;28;;
ARES FERRAMENTAL;SÃO PAULO;W BRASIL;5826045;40241200T075 RETA 4C 30° D=12X12X150X75;FRESA DE TOPO;MOLDES E MATRIZES;;KENNAMETAL;4;174,81;128,67;470,93;0;0;699,24;699,24;229;5,102;11/10/2017;;8;0;1;1;28;;
FM EQUIPAMENTOS;CAMPO LIMPO PAULISTA;ANDERSON FONTES;PTM3,5X10;PARAFUSO TORX M3,5 X 10;PARAFUSO;COMPONENTES;;HEINZ TOOLS;5;4;1,5;5,5;0;0;20;20;230;5,405;11/10/2017;;10;0;1;1;28;;
FM EQUIPAMENTOS;CAMPO LIMPO PAULISTA;ANDERSON FONTES;T15000;CHAVE TORX 15;CHAVE;COMPONENTES;;HEINZ TOOLS;1;5,2;4;11,4;0;0;5,2;5,2;230;5,405;11/10/2017;;8;0;1;1;28;;
FM EQUIPAMENTOS;CAMPO LIMPO PAULISTA;ANDERSON FONTES;5202 - 504004;ALARGADOR 3,00MM MAQUINA DIN 212D H7;ALARGADOR;TORNEAMENTO;;INDAÇO;1;121,68;73,7;226,99;0;0;121,68;121,68;230;5,102;11/10/2017;;8;0;1;1;28;;
FEMES;VARZEA PAULISTA;ANDERSON FONTES;4143929;VDS201A04200 WU25PD D=4.2 3XD SEM REFRI;BROCA;FURAÇÃO;;KENNAMETAL;1;150,19;93,95;343,86;0;0;150,19;150,19;231;5,405;11/10/2017;;8;0;1;1;28;;
FEMES;VARZEA PAULISTA;ANDERSON FONTES;4143943;VDS201A05100 WU25PD D=5.1 3XD SEM REFRI;BROCA;FURAÇÃO;;KENNAMETAL;1;150,19;93,95;343,86;0;0;150,19;150,19;231;5,405;11/10/2017;;8;0;1;1;28;;
FEMES;VARZEA PAULISTA;ANDERSON FONTES;4143970;VDS201A06800 WU25PD D=6.8 3XD SEM REFRI;BROCA;FURAÇÃO;;KENNAMETAL;1;159,17;99,57;364,43;0;0;159,17;159,17;231;5,405;11/10/2017;;8;0;1;1;28;;
FEMES;VARZEA PAULISTA;ANDERSON FONTES;4143992;VDS201A08500 WU25PD D=8.5 3XD SEM REFRI;BROCA;FURAÇÃO;;KENNAMETAL;1;180,25;112,76;412,7;0;0;180,25;180,25;231;5,405;11/10/2017;;8;0;1;1;28;;
FEMES;VARZEA PAULISTA;ANDERSON FONTES;4144424;VDS201A10200 WU25PD D=10.2 3XD SEM REFRI;BROCA;FURAÇÃO;;KENNAMETAL;1;238,74;149,35;546,62;0;0;238,74;238,74;231;5,405;11/10/2017;;8;0;1;1;28;;
FEMES;VARZEA PAULISTA;ANDERSON FONTES;4143913;VDS201A03300 WU25PD D=3.3 3XD SEM REFRI;BROCA;FURAÇÃO;;KENNAMETAL;1;147,61;92,35;338;0;0;147,61;147,61;231;5,405;11/10/2017;;8;0;1;1;28;;
PROFF;ATIBAIA;W BRASIL;PTM2,5X6;PARAFUSO TORX M2,5 X 6;PARAFUSO;COMPONENTES;;SUPORTES BRASIL;5;4;1,5;5,5;0;0;20;20;232;5,405;13/11/2017;;10;0;1;;;;
PROFF;ATIBAIA;W BRASIL;4041195;XDMT090308-HX PA120;INSERTO;FRESAMENTO;;KENNAMETAL;20;40;18;55,44;0;0;800;800;232;5,102;13/11/2017;;8;0;1;;;;
PROFF;ATIBAIA;W BRASIL;4166548;WNMG080408-7N TN20P;INSERTO;TORNEAMENTO;;KENNAMETAL;10;29,34;18,67;68,33;0;0;293,4;293,4;232;5,102;13/11/2017;;8;0;1;;;;
PROFF;ATIBAIA;W BRASIL;4144472;VDS201A14200 WU25PD D=14.2 3XD SEM REFRI;BROCA;FURAÇÃO;;KENNAMETAL;1;486,13;278,77;1020,3;0;0;486,13;486,13;232;5,405;13/11/2017;;8;0;1;;;;
PROFF;ATIBAIA;W BRASIL;4120182;TNMX160408-L PA120;INSERTO;TORNEAMENTO;;KENNAMETAL;10;23,57;8,5;36;0;0;235,7;235,7;232;5,102;13/11/2017;;8;0;1;;;;
GUMMI FORM;VINHEDO;ANDERSON FONTES;6172444;VTSFT-TC6511 WP49EG M5X0,8 DIN371 6H C FURO CEGO;MACHO;ROSQUEAMENTO;;KENNAMETAL;5;99,98;40,62;148,67;0;0;499,9;499,9;233;5,102;13/11/2017;;8;0;1;1;28;;
GUMMI FORM;VINHEDO;ANDERSON FONTES;3959623;RDPX12T3M0SNMM TN6540;INSERTO;FRESAMENTO;;KENNAMETAL;10;24.375;16,46;60,24;0;0;243,75;243,75;233;5,102;13/11/2017;;8;0;1;1;28;;
BRASMOLDE;JUNDIAÍ;ANDERSON FONTES;28477;DGTR 20B 3D40 - DIR DGN3;SUPORTE;TORNEAMENTO;;SUPORTES BRASIL;1;184,68;110;330;0;0;184,68;184,68;234;5,102;13/11/2017;;0;0;1;1;28;;
DMC;CAMPINAS;W BRASIL;4041195;XDMT090308-HX PA120;INSERTO;FRESAMENTO;;KENNAMETAL;170;8,21;18;55,44;0;0;1395,7;1395,7;235;5,102;13/11/2017;;8;0;1;1;30;;
SILCAL;ATIBAIA;MARCOS PAULO;4148368;VDS202A15000 WU25PD D=15.0 5XD SEM REFRI;BROCA;FURAÇÃO;;KENNAMETAL;1;506,78;348,74;1276,39;0;0;506,78;506,78;236;5,405;13/11/2017;;8;0;1;1;28;;
SILCAL;ATIBAIA;MARCOS PAULO;6172444;VTSFT-TC6511 WP49EG M5X0,8 DIN371 6H C FURO CEGO;MACHO;ROSQUEAMENTO;;KENNAMETAL;1;63,35;40,62;148,67;0;0;63,35;63,35;236;5,102;13/11/2017;;8;0;1;1;28;;
SILCAL;ATIBAIA;MARCOS PAULO;338065;BROCA MD D=6.5X63X101 DIN 338;BROCA;FURAÇÃO;;HEINZ TOOLS;1;218,68;80;246,4;0;0;218,68;218,68;236;5,405;13/11/2017;;8;0;1;1;28;;
SILCAL;ATIBAIA;MARCOS PAULO;5366682;VTSPO6515 WP49EG M5 ISO2 (6H) 2F DIN371 B FURO PASSANTE;MACHO;ROSQUEAMENTO;;KENNAMETAL;2;63,25;40,43;147,97;0;0;126,5;126,5;236;5,102;13/11/2017;;8;0;1;1;28;;
SILCAL;ATIBAIA;MARCOS PAULO;4143929;VDS201A04200 WU25PD D=4.2 3XD SEM REFRI;BROCA;FURAÇÃO;;KENNAMETAL;1;163,84;93,95;343,86;0;0;163,84;163,84;236;5,405;13/11/2017;;8;0;1;1;28;;
SILCAL;ATIBAIA;MARCOS PAULO;4148193;VDS202A06000 WU25PD D=6.0 5XD SEM REFRI;BROCA;FURAÇÃO;;KENNAMETAL;1;204,86;117,48;429,98;0;0;204,86;204,86;236;5,405;13/11/2017;;8;0;1;1;28;;
GAUBE;VARZEA PAULISTA;MARCOS PAULO;2277;PORTA FRESA ROSCADO SK 40 X M 16 (L= 69MM) (L1= 50MM)- 12.000RPM;PARTES E ACESSORIOS PARA MAQUINAS;FIXAÇÃO;;BASFIX/ BTFIXO;1;242,64;194,11;597,86;0;0;242,64;242,64;237;5,102;14/11/2017;;0;0;1;1;28;;
MECNOPLASTY;VINHEDO;ANDERSON FONTES;3101 - 311575;BROCA 15,75MM DIN 338N HSS;BROCA;FURAÇÃO;;INDAÇO;1;111,6;88,25;271,81;0;0;111,6;111,6;239;5,405;14/11/2017;;8;0;1;1;28;;
DMC;CAMPINAS;W BRASIL;4041195;XDMT090308-HX PA120;INSERTO;FRESAMENTO;;KENNAMETAL;200;8,21;18;55,44;0;0;1642;1642;240;5,102;14/11/2017;;8;0;1;1;30;;
USIMEC;SANTO ANDRÉ;W BRASIL;3102 - 320500;BROCA 5,00MM DIN 338N HSS;BROCA;FURAÇÃO;;INDAÇO;2;2,9;5,85;18,01;0;0;5,8;5,8;241;5,405;16/11/2017;;8;0;1;1;28;;
USIMEC;SANTO ANDRÉ;W BRASIL;FE2;FRESA ESFERICA 55HRC 2C D=2MMX4X4X50 INATIVO;FRESA DE TOPO;FRESAMENTO;;BISSOLE;2;42;21;64,68;0;0;84;84;241;5,102;16/11/2017;;8;0;1;1;28;;
USIMEC;SANTO ANDRÉ;W BRASIL;BN5503006060502F;FRESA ESFERICA 55HRC 2C D=3X6X6X50MM;FRESA DE TOPO;FRESAMENTO;;UNIK7;2;58;28,75;105,22;0;0;116;116;241;5,102;16/11/2017;;8;0;1;1;28;;
USIMEC;SANTO ANDRÉ;W BRASIL;210B;FRESA ESFERICA 55HRC 2C D=4MMX8X4X50;FRESA DE TOPO;FRESAMENTO;;BISSOLE;2;58;21;64,68;0;0;116;116;241;5,102;16/11/2017;;8;0;1;1;28;;
USIMEC;SANTO ANDRÉ;W BRASIL;169;FRESA ESFERICA 55HRC 2C D=6X6X60X12;FRESA DE TOPO;FRESAMENTO;;HEINZ TOOLS;2;58;38,5;118,58;0;0;116;116;241;5,102;16/11/2017;;8;0;1;1;28;;
MERSEN;CABREUVA;ANDERSON FONTES;6171601;TCF190R3SL25MC WTB TOP CUT FOUR D=19 3XD;SUPORTE;TORNEAMENTO;;KENNAMETAL;1;1353;652,96;1555,5;0;0;1353;1353;242;5,405;16/11/2017;;0;0;1;1;35;;
MERSEN;CABREUVA;ANDERSON FONTES;5542645;TCF070304CCV36 WU40PH;INSERTO;FURAÇÃO;;KENNAMETAL;10;44,89;27,27;99,81;0;0;448,9;448,9;242;5,102;16/11/2017;;8;0;1;1;35;;
MERSEN;CABREUVA;ANDERSON FONTES;5542650;TCF070306CPV36 WU40PH;INSERTO;FURAÇÃO;;KENNAMETAL;10;44,89;27,27;99,81;0;0;448,9;448,9;242;5,102;16/11/2017;;8;0;1;1;35;;
USIPRAM;ITUPEVA;ANDERSON FONTES;4148142;VDS202A03000 WU25PD D=3.0 5XD SEM REFRI;BROCA;FURAÇÃO;;KENNAMETAL;1;198,06;113,58;415,7;0;0;198,06;198,06;245;5,405;17/11/2017;;8;0;1;1;28;;
JOLUMA;VALINHOS;ANDERSON FONTES;5826032;40040600T016 RETA 4C 30° D=6X6X50X16;FRESA DE TOPO;FRESAMENTO;;KENNAMETAL;4;76,42;38,47;140,8;0;0;305,68;305,68;246;5,102;17/11/2017;;8;0;1;1;28;;
JOLUMA;VALINHOS;ANDERSON FONTES;5577937;TCF185R3SL25MB TOP CUT FOUR D=18.5 3XD;SUPORTE;FURAÇÃO;;KENNAMETAL;1;725;823,17;2469,51;0;0;725;725;246;5,405;17/11/2017;;0;0;1;1;28;;
REG;VARZEA PAULISTA;ANDERSON FONTES;5427374;HNPJ0704ANSNGD WK15CM;INSERTO;FRESAMENTO;;KENNAMETAL;10;50,31;27,77;101,64;0;0;503,1;503,1;247;5,102;17/11/2017;;8;0;1;1;28;;
CM FERRAMENTARIA;VARZEA PAULISTA;ANDERSON FONTES;5530205;FRESA ESFERICA 55HRC 2C D=2X4X75 H4;FRESA DE TOPO;FRESAMENTO;;HEINZ TOOLS;2;59,87;32,8;105,37;0;0;119,74;119,74;248;5,102;17/11/2017;;8;0;1;1;28;;
FM EQUIPAMENTOS;CAMPO LIMPO PAULISTA;ANDERSON FONTES;3101 - 310100;BROCA 1,00MM DIN 338N HSS;BROCA;FURAÇÃO;;THURMER;5;30.225;4,87;14,99;0;0;151.125;151.125;249;5,405;17/11/2017;;8;0;1;1;28;;
FM EQUIPAMENTOS;CAMPO LIMPO PAULISTA;ANDERSON FONTES;3102 - 320500;BROCA 5,00MM DIN 338N HSS;BROCA;FURAÇÃO;;INDAÇO;1;3.731;5,85;18,01;0;0;3.731;3.731;249;5,405;17/11/2017;;8;0;1;1;28;;
FM EQUIPAMENTOS;CAMPO LIMPO PAULISTA;ANDERSON FONTES;5510800;FRESA ESFERICA MICRO 2C D=0.8X1.2XX50 H4;FRESA DE TOPO;MOLDES E MATRIZES;;HEINZ TOOLS;5;75.816;47,5;146,32;0;0;379,08;379,08;249;5,102;17/11/2017;;8;0;1;1;28;;
FM EQUIPAMENTOS;CAMPO LIMPO PAULISTA;ANDERSON FONTES;3102 - 321100;BROCA 11,00MM DIN 338N HSS;BROCA;FURAÇÃO;;GMF;1;44,99;29,32;90,3;0;0;44,99;44,99;249;5,405;17/11/2017;;8;0;1;1;28;;
LUMOLD;CAJAMAR;ANDERSON FONTES;178;FRESA ESFERICA 63HRC 2C D=2X4X50X6;FRESA DE TOPO;FRESAMENTO;;HEINZ TOOLS;5;64,68;35;118,58;0;0;323,4;323,4;250;5,102;17/11/2017;;8;0;1;1;28;;
LUMOLD;CAJAMAR;ANDERSON FONTES;5880403;40210800T040 ESF 2C 30° D=8X8X100X40;FRESA DE TOPO;FRESAMENTO;;KENNAMETAL;1;139.026;78,99;289,1;0;0;139.026;139.026;250;5,102;17/11/2017;;8;0;1;1;28;;
LUMOLD;CAJAMAR;ANDERSON FONTES;6172485;VTSFT-TC6518 WP49EG M8X1,25 DIN371 6H C FURO CEGO;MACHO;ROSQUEAMENTO;;KENNAMETAL;1;70.032;74,82;164,33;0;0;70.032;70.032;250;5,102;17/11/2017;;8;0;1;1;28;;
PASSARELLA;VALINHOS;ANDERSON FONTES;2564137;CCMT060204 PA120;INSERTO;TORNEAMENTO FLEX;;KENNAMETAL;10;21;8,01;29,31;0;0;210;210;251;5,102;17/11/2017;;8;0;1;1;28;;
AJITEC;VARZEA PAULISTA;ANDERSON FONTES;PTM4X10;PARAFUSO TORX M4 X 10;PARAFUSO;COMPONENTES;;HEINZ TOOLS;50;5;1,5;6;0;0;250;250;252;5,405;17/11/2017;;10;0;1;1;28;;
REG;VARZEA PAULISTA;ANDERSON FONTES;5936171;XDCT110408PDFRALP WN10HM;INSERTO;TORNEAMENTO;;KENNAMETAL;10;40.338;23,13;84,66;0;0;403,38;403,38;253;5,102;17/11/2017;;8;0;1;1;28;;
DECA;JUNDIAÍ;MARCOS PAULO;A0100224;KIT CENTRO DE USINAGEM - SUPORTES;SUPORTE DE USINAGEM;FRESAMENTO;;KENNAMETAL;1;1000;1;3.729;0;0;1000;1000;254;5,102;17/11/2017;;0;0;1;1;28;;
GAUBE;VARZEA PAULISTA;MARCOS PAULO;4166419;TCMT1102041P TN10U;INSERTO;TORNEAMENTO;;KENNAMETAL;10;19,36;13,22;48,39;0;0;193,6;193,6;255;5,102;21/11/2017;;8;0;1;1;28;;
IRMÃOS NARCIZO;LOUVEIRA;W BRASIL;5564597;WOEJ080412SRMM WP25PM;INSERTO;FRESAMENTO;;KENNAMETAL;20;58,87;40,5;124,74;0;0;1177,4;1177,4;256;5,102;21/11/2017;;8;0;1;1;28;;
IRMÃOS NARCIZO;LOUVEIRA;W BRASIL;5416546;M370D025Z03H20L180 D=25X180 Z=3 WOEJ0804;SUPORTE;FRESAMENTO;;KENNAMETAL;1;10;250;770;0;0;10;10;256;5,102;21/11/2017;;0;0;1;1;28;;
IRMÃOS NARCIZO;LOUVEIRA;W BRASIL;01991P;PORTA FRESA FACEAR BT 40 X 22,00MM (L1= 55,00MM) -12.000RPM;PARTES E ACESSORIOS PARA MAQUINAS;FIXAÇÃO;;BASFIX/ BTFIXO;1;276,05;185,28;570,66;0;0;276,05;276,05;256;5,102;21/11/2017;;0;0;1;1;28;;
IRMÃOS NARCIZO;LOUVEIRA;W BRASIL;1163;PINO FIXACAO BT 40 - 45G - SEM REFRIGERACAO INTERNA;PARTES E ACESSORIOS PARA MAQUINAS;FIXAÇÃO;;BASFIX/ BTFIXO;1;25,27;18,45;56,82;0;0;25,27;25,27;256;5,102;21/11/2017;;0;0;1;1;28;;
IRMÃOS NARCIZO;LOUVEIRA;W BRASIL;5544753;WOEJ080412SRMM WP40PM;INSERTO;FRESAMENTO;;KENNAMETAL;10;58,87;54,23;167,05;0;0;588,7;588,7;256;5,102;21/11/2017;;8;0;1;1;28;;
IRMÃOS NARCIZO;LOUVEIRA;W BRASIL;2632;SUPORTE PARA TROCA DE FERRAMENTAS BT40;PARTES E ACESSORIOS PARA MAQUINAS;FIXAÇÃO;;BASFIX/ BTFIXO;1;30;163,14;502,47;0;0;30;30;256;5,102;21/11/2017;;0;0;1;1;28;;
IRMÃOS NARCIZO;LOUVEIRA;W BRASIL;4181;MORSA HIDRAULICA FIXA ABERT. 300MM (4500KG)-S/B (H-6);PARTES E ACESSORIOS PARA MAQUINAS;FIXAÇÃO;;BASFIX/ BTFIXO;1;2350;1730;5667,2;0;0;2350;2350;256;5,102;21/11/2017;;0;0;1;1;28;;
J.S.ANAYA;CABREUVA;ANDERSON FONTES;4166418;TCMT1102041P TN30M;INSERTO;TORNEAMENTO;;KENNAMETAL;10;23,23;10,58;38,72;0;0;232,3;232,3;257;5,102;21/11/2017;;8;0;1;;;;
ALUVAL;VARZEA PAULISTA;MARCOS PAULO;6171557;TCF160R3SL25MB WTB TOP CUT FOUR D=16 3XD;SUPORTE;FURAÇÃO;;KENNAMETAL;1;897,7;430;1324,4;0;0;897,7;897,7;258;5,405;21/11/2017;;0;0;1;1;28;;
ALUVAL;VARZEA PAULISTA;MARCOS PAULO;5387784;VTSPO6033 WP49EG 5/8-11 UNC 2B 3F  DIN376 B FURO PASSANTE;MACHO;ROSQUEAMENTO;;KENNAMETAL;2;192,29;113,8;416,51;0;0;384,58;384,58;258;5,102;21/11/2017;;8;0;1;1;28;;
ALUVAL;VARZEA PAULISTA;MARCOS PAULO;279423;BROCA DE CENTRO - DIN 333A - 4,00X10,00X100MM;BROCA;FURAÇÃO;;GMF;1;94,13;62,75;188,25;0;0;94,13;94,13;258;5,405;21/11/2017;;8;0;1;1;28;;
ALUVAL;VARZEA PAULISTA;MARCOS PAULO;5472658;VTSPO6028 WU41EG 1/2-13 UNC 2B 3F DIN376 FURO PASSANTE;MACHO;FURAÇÃO;;KENNAMETAL;1;133,5;71,88;263,08;0;0;133,5;133,5;258;5,102;21/11/2017;;8;0;1;1;28;;
ALUVAL;VARZEA PAULISTA;MARCOS PAULO;5387670;VTSFT6028 WP49EG 1/2-13 UNC 2B 3F DIN376 C FURO CEGO;MACHO;ROSQUEAMENTO;;KENNAMETAL;1;160,2;118,91;435,21;0;0;160,2;160,2;258;5,102;21/11/2017;;8;0;1;1;28;;
ALUVAL;VARZEA PAULISTA;MARCOS PAULO;4148290;VDS202A11000 WU25PD D=11.0 5XD SEM REFRI;BROCA;FURAÇÃO;;KENNAMETAL;1;325,67;186,75;683,51;0;0;325,67;325,67;258;5,405;21/11/2017;;8;0;1;1;28;;
ALUVAL;VARZEA PAULISTA;MARCOS PAULO;4148356;VDS202A14000 WU25PD D=14.0 5XD SEM REFRI;BROCA;FURAÇÃO;;KENNAMETAL;1;438,45;301,71;1104,26;0;0;438,45;438,45;258;5,405;21/11/2017;;8;0;1;1;28;;
ALUVAL;VARZEA PAULISTA;MARCOS PAULO;5542604;TCF060203BCV34 WU40PH;INSERTO;FURAÇÃO;;KENNAMETAL;5;40,39;27,27;99,81;0;0;201,95;201,95;258;5,102;21/11/2017;;8;0;1;1;28;;
ALUVAL;VARZEA PAULISTA;MARCOS PAULO;5542609;TCF050204BPV34 WU40PH;INSERTO;TORNEAMENTO;;KENNAMETAL;5;40,39;27,27;99,81;0;0;201,95;201,95;258;5,102;21/11/2017;;8;0;1;1;28;;
ALUVAL;VARZEA PAULISTA;MARCOS PAULO;1021337;MS1152 PARAFUSO M2,2;PARAFUSO;COMPONENTES;;KENNAMETAL;4;9,88;4,03;14,75;0;0;39,52;39,52;258;5,405;21/11/2017;;10;0;1;1;28;;
ALUVAL;VARZEA PAULISTA;MARCOS PAULO;333400;BROCA DE CENTRO - DIN 333A - 4,00X10,0MM;BROCA;FURAÇÃO;;GMF;1;37,57;19,26;59,32;0;0;37,57;37,57;258;5,405;21/11/2017;;8;0;1;1;28;;
ALUVAL;VARZEA PAULISTA;MARCOS PAULO;5427374;HNPJ0704ANSNGD WK15CM;INSERTO;FRESAMENTO;;KENNAMETAL;20;48;27,77;101,64;0;0;960;960;259;5,102;21/11/2017;;8;0;1;1;28;;
ALUVAL;VARZEA PAULISTA;MARCOS PAULO;5564596;WOEJ080412SRMH WP25PM;INSERTO;FRESAMENTO;;KENNAMETAL;10;51;34,05;124,62;0;0;510;510;259;5,102;21/11/2017;;8;0;1;1;28;;
ALUVAL;VARZEA PAULISTA;MARCOS PAULO;4120195;TPKR1603-PDRMS PA120;INSERTO;FRESAMENTO FLEX;;KENNAMETAL;10;27,7;13,23;48,45;0;0;277;277;259;5,102;21/11/2017;;8;0;1;1;28;;
ALUVAL;VARZEA PAULISTA;MARCOS PAULO;580;RDMT1204 A27 TP722;INSERTO;TORNEAMENTO;;HEINZ TOOLS;10;20,7;12;40.656;0;0;207;207;259;5,102;21/11/2017;;8;0;1;1;28;;
ALUVAL;VARZEA PAULISTA;MARCOS PAULO;4166552;WNMG080412-7N TN20P;INSERTO;TORNEAMENTO VALUE;;KENNAMETAL;10;32,85;18,67;68,33;0;0;328,5;328,5;259;5,102;21/11/2017;;8;0;1;1;28;;
REALEZA;JUNDIAÍ;ANDERSON FONTES;4176760;WDGR3102C6D TN6025;INSERTO;TORNEAMENTO;;KENNAMETAL;5;33;19,61;71,77;0;0;165;165;260;5,102;21/11/2017;;8;0;1;1;28;;
FERRAMENTARIA JUNDIAI;JUNDIAÍ;ANDERSON FONTES;2966803;XOMT09T30636 TN6030;INSERTO;FURAÇÃO;;KENNAMETAL;10;80.616;42,8;134,36;0;0;806,16;806,16;261;5,102;21/11/2017;;8;0;1;1;45;;
FERRAMENTARIA JUNDIAI;JUNDIAÍ;ANDERSON FONTES;4171434;"SNMG120408UR WK20CT	";INSERTO;TORNEAMENTO;;KENNAMETAL;10;34,49;20,01;73,24;0;0;344,9;344,9;261;5,102;21/11/2017;;8;0;1;1;45;;
MTF;MAIRIPORÂ;W BRASIL;2558739;44315901 PN120 (ROSCA EXTERNA 60º 1,75 A 3,00);INSERTO;ROSQUEAMENTO;;KENNAMETAL;10;18,52;12,5;45,75;0;0;185,2;185,2;262;5,102;21/11/2017;;8;0;1;1;28;;
TECNOPROD;JUNDIAÍ;MARCOS PAULO;4540600;FRESA RETA 45HRC 4C D=6X15X50 H6;FRESA DE TOPO;FRESAMENTO;;HEINZ TOOLS;1;45;27,76;85,53;0;0;45;45;263;5,102;22/11/2017;;8;0;1;1;28;;
TECNOPROD;JUNDIAÍ;MARCOS PAULO;6085592;40041000T022S RETA 4C 30° D=10X10X72X22;FRESA DE TOPO;FRESAMENTO;;KENNAMETAL;1;113,5;77,37;283,17;0;0;113,5;113,5;263;5,102;22/11/2017;;8;0;1;1;28;;
FERRAMENTARIA JUNDIAI;JUNDIAÍ;ANDERSON FONTES;2029478;12148000600 W CHAVE TORX T15;CHAVE;COMPONENTES;;KENNAMETAL;1;32,3;18,21;66,65;0;0;32,3;32,3;264;5,405;22/11/2017;;8;0;1;1;45;;
FERRAMENTARIA JUNDIAI;JUNDIAÍ;ANDERSON FONTES;PTM4X10;PARAFUSO TORX M4 X 10;PARAFUSO;COMPONENTES;;HEINZ TOOLS;6;3,9;1,5;6;0;0;23,4;23,4;264;5,405;22/11/2017;;10;0;1;1;45;;
