Fornecedor;Cidade;Codigo;Item;Prod_Novos;Tipo;SubTipo;QtdEntrada;ValorEntrada;ValorEntradaEstoque;ValorLista;NFEntrada;CFOP;DataEntrada;ICMS;IPI;TipoNota
BLACK TOOLS;CAXIAS DO SUL;19829;S25T PTFNR 16W -  INT DIR TNMG1604;;SUPORTE;TORNEAMENTO;1;122;200;600;803;5.102*;31/01/2018;;0;0
BASFIX/ BTFIXO;CAXIAS DO SUL;02009P;PORTA PINCA BT 40 X ER-40 (L1=160,00MM) - 12.000RPM;;PARTES E ACESSORIOS PARA MAQUINAS;FIXAÇÃO;2;204,88;174,38;537,09;80455;6,102;06/01/2020;;0;0
BASFIX/ BTFIXO;CAXIAS DO SUL;1685;ADAPTADOR PARA MANDRIL TAM. 1 -  6,00 X  4,90 - (M6) -  6,00 X  4,90 - (M6);;PARTES E ACESSORIOS PARA MAQUINAS;FIXAÇÃO;1;172,27;183,06;563,82;80667;6,102;06/08/2020;;0;0
BASFIX/ BTFIXO;CAXIAS DO SUL;1240;ADAPTADOR PARA MANDRIL TAM. 1 - 6,00 X 4,90 - (M5 )  - 6,00 X 4,90 - (M5 );;PARTES E ACESSORIOS PARA MAQUINAS;FIXAÇÃO;1;172,27;183,06;563,82;80667;6,102;06/08/2020;;0;0
BLACK TOOLS;CAXIAS DO SUL;32101;SVVNN 2525 M12 - EXT NEUTRO VNMG12T3;;SUPORTE;TORNEAMENTO;1;161,5;161,5;484,5;80805;5.102*;28/04/2021;;0;0
BASFIX/ BTFIXO;CAXIAS DO SUL;1685;ADAPTADOR PARA MANDRIL TAM. 1 -  6,00 X  4,90 - (M6) -  6,00 X  4,90 - (M6);;PARTES E ACESSORIOS PARA MAQUINAS;FIXAÇÃO;1;165,89;183,06;563,82;80816;6,102;17/06/2020;;0;0
HEINZ TOOLS;DIADEMA;5550800;FRESA TOROIDAL 55HRC 4C D=8X8X60X20 R0.5;;FRESA DE TOPO;FRESAMENTO;5;65;93,36;287,56;8089;5.102*;28/02/2018;;8;0
HEINZ TOOLS;DIADEMA;5551000;FRESA TOROIDAL 55HRC 4C D=10X10X75X25 R0.5;;FRESA DE TOPO;FRESAMENTO;1;125;153;471,24;8089;5.102*;28/02/2018;;8;0
BASFIX/ BTFIXO;CAXIAS DO SUL;02478P;PORTA PINCA HASTE PARALELA 40,00MM X 90,00MM X ER-40;;PARTES E ACESSORIOS PARA MAQUINAS;FIXAÇÃO;1;147,74;155,9;480,17;81020;6,102;23/06/2020;;0;0
BASFIX/ BTFIXO;CAXIAS DO SUL;01076P;PORTA BARRA BT 40 X 20,00MM (L1= 63,00MM) - 12.000RPM;;PARTES E ACESSORIOS PARA MAQUINAS;FIXAÇÃO;1;128,27;141,52;435,88;81020;6,102;23/06/2020;;0;0
BASFIX/ BTFIXO;CAXIAS DO SUL;40ER080;40ER080M ER D=8;;PARTES E ACESSORIOS PARA MAQUINAS;FIXAÇÃO;1;29,55;33,69;103,76;81020;6,102;23/06/2020;;0;0
BASFIX/ BTFIXO;CAXIAS DO SUL;40ER060;40ER060M ER D=6;;PARTES E ACESSORIOS PARA MAQUINAS;FIXAÇÃO;1;29,55;33,69;103,76;81020;6,102;23/06/2020;;0;0
BASFIX/ BTFIXO;CAXIAS DO SUL;40ER100;40ER100M ER D=10;;PARTES E ACESSORIOS PARA MAQUINAS;FIXAÇÃO;1;29,55;33,69;103,76;81020;6,102;23/06/2020;;0;0
BASFIX/ BTFIXO;CAXIAS DO SUL;40ER040;40ER040M ER D=4;;PARTES E ACESSORIOS PARA MAQUINAS;FIXAÇÃO;1;29,55;33,69;103,76;81020;6,102;23/06/2020;;0;0
BASFIX/ BTFIXO;CAXIAS DO SUL;40ER070;40ER070M ER D=7;;PARTES E ACESSORIOS PARA MAQUINAS;FIXAÇÃO;1;29,55;33,69;103,76;81020;6,102;23/06/2020;;0;0
BASFIX/ BTFIXO;CAXIAS DO SUL;40ER090;40ER090M ER D=9;;PARTES E ACESSORIOS PARA MAQUINAS;FIXAÇÃO;1;29,55;33,69;103,76;81020;6,102;23/06/2020;;0;0
BASFIX/ BTFIXO;CAXIAS DO SUL;1401;PONTO FIXO HSS CM 3;;PARTES E ACESSORIOS PARA MAQUINAS;FIXAÇÃO;2;31,88;31,88;98,19;81475;5.102*;07/08/2020;;0;0
BASFIX/ BTFIXO;CAXIAS DO SUL;2380;PONTO FIXO HSS CM 5;;PARTES E ACESSORIOS PARA MAQUINAS;FIXAÇÃO;1;72,19;72,19;222,34;81475;5.102*;07/08/2020;;0;0
BASFIX/ BTFIXO;CAXIAS DO SUL;155;PORTA FRESA COMBINADO ISO 30 X 22,00MM (L1= 35,00MM);;PARTES E ACESSORIOS PARA MAQUINAS;FIXAÇÃO;1;155;242,3;746,28;81475;5.102*;07/08/2020;;0;0
BASFIX/ BTFIXO;CAXIAS DO SUL;1457;BUCHA REDUCAO VDI 40 X 12,00MM;;PARTES E ACESSORIOS PARA MAQUINAS;FIXAÇÃO;2;96,14;96,14;296,11;81697;6,102;13/07/2020;;0;0
BASFIX/ BTFIXO;CAXIAS DO SUL;1452;BUCHA REDUCAO VDI 40 X 16,00MM;;PARTES E ACESSORIOS PARA MAQUINAS;FIXAÇÃO;2;96,14;96,14;296,11;81697;6,102;13/07/2020;;0;0
BASFIX/ BTFIXO;CAXIAS DO SUL;1453;BUCHA REDUCAO VDI 40 X 20,00MM;;PARTES E ACESSORIOS PARA MAQUINAS;FIXAÇÃO;2;96,14;96,14;296,11;81697;6,102;13/07/2020;;0;0
BASFIX/ BTFIXO;CAXIAS DO SUL;1455;BUCHA REDUCAO VDI 40 X 25,00MM;;PARTES E ACESSORIOS PARA MAQUINAS;FIXAÇÃO;2;96,14;101,44;312,43;81697;6,102;13/07/2020;;0;0
BASFIX/ BTFIXO;CAXIAS DO SUL;1454;BUCHA REDUCAO VDI 40 X 32,00MM;;PARTES E ACESSORIOS PARA MAQUINAS;FIXAÇÃO;2;96,14;108,99;335,68;81697;6,102;13/07/2020;;0;0
BASFIX/ BTFIXO;CAXIAS DO SUL;3772;PINO ADAPTADOR BT 50 PARA ISO 50 (DIN2080);;PARTES E ACESSORIOS PARA MAQUINAS;FIXAÇÃO;5;42,76;42,76;131,71;81697;6,102;13/07/2020;;0;0
BASFIX/ BTFIXO;CAXIAS DO SUL;855;PORCA ER-32 T2;;PARTES E ACESSORIOS PARA MAQUINAS;FIXAÇÃO;1;32,29;35,63;109,74;81697;6,102;13/07/2020;;0;0
BASFIX/ BTFIXO;CAXIAS DO SUL;32ER050;32ER050M ER D=5;;PARTES E ACESSORIOS PARA MAQUINAS;FIXAÇÃO;1;24,31;26,37;81,21;81697;6,102;13/07/2020;;0;0
BASFIX/ BTFIXO;CAXIAS DO SUL;32ER060;32ER060M ER D=6;;PARTES E ACESSORIOS PARA MAQUINAS;FIXAÇÃO;1;24,31;26,37;81,21;81697;6,102;13/07/2020;;0;0
BASFIX/ BTFIXO;CAXIAS DO SUL;32ER070;32ER070M ER D=7;;PARTES E ACESSORIOS PARA MAQUINAS;FIXAÇÃO;1;24,31;26,37;81,21;81697;6,102;13/07/2020;;0;0
BASFIX/ BTFIXO;CAXIAS DO SUL;32ER080;32ER080M ER D=8;;PARTES E ACESSORIOS PARA MAQUINAS;FIXAÇÃO;1;24,31;26,37;81,21;81697;6,102;13/07/2020;;0;0
BASFIX/ BTFIXO;CAXIAS DO SUL;32ER090;32ER090M ER D=9;;PINÇA;FIXAÇÃO;1;24,31;26,37;81,21;81697;6,102;13/07/2020;;0;0
BASFIX/ BTFIXO;CAXIAS DO SUL;32ER100;32ER100M ER D=10;;PARTES E ACESSORIOS PARA MAQUINAS;FIXAÇÃO;1;24,31;26,37;81,21;81697;6,102;13/07/2020;;0;0
BASFIX/ BTFIXO;CAXIAS DO SUL;32ER120;32ER120M ER D=12;;PARTES E ACESSORIOS PARA MAQUINAS;FIXAÇÃO;1;24,31;26,37;81,21;81697;6,102;13/07/2020;;0;0
BASFIX/ BTFIXO;CAXIAS DO SUL;1229;PINCA DMC06 5,00MM (KOJEX);;PARTES E ACESSORIOS PARA MAQUINAS;FIXAÇÃO;1;116,04;128,11;396,21;81697;6,102;13/07/2020;;0;0
BASFIX/ BTFIXO;CAXIAS DO SUL;5718;ROSQUEADEIRA ELETRICA ARTICULADA M 3 A M 16 - BRACO 1000MM -  600W (8 ADAP.);;PARTES E ACESSORIOS PARA MAQUINAS;FIXAÇÃO;1;7754,98;7100;21868;81697;6,102;13/07/2020;;0;0
BASFIX/ BTFIXO;CAXIAS DO SUL;4398;JOGO PINCA ER-20 (13 PINCAS - 2 A 13MM) (CAIXA PLASTICO);;PARTES E ACESSORIOS PARA MAQUINAS;FIXAÇÃO;1;244,29;296,52;913,28;81697;6,102;13/07/2020;;0;0
BASFIX/ BTFIXO;CAXIAS DO SUL;5665;ADAPTADOR PARA MANDRIL TAM. 1 -  ER-20;;PARTES E ACESSORIOS PARA MAQUINAS;FIXAÇÃO;1;281,11;300,38;925,17;81697;6,102;13/07/2020;;0;0
BASFIX/ BTFIXO;CAXIAS DO SUL;1163;PINO FIXACAO BT 40 - 45G - SEM REFRIGERACAO INTERNA;;PARTES E ACESSORIOS PARA MAQUINAS;FIXAÇÃO;1;15,72;18,45;56,82;81697;6,102;13/07/2020;;0;0
BASFIX/ BTFIXO;CAXIAS DO SUL;01524P;PORTA PINCA BT 40 X ER-40 (L1=100,00MM) - 12.000RPM;;PARTES E ACESSORIOS PARA MAQUINAS;FIXAÇÃO;1;145,75;163,91;504,84;81697;6,102;13/07/2020;;0;0
BASFIX/ BTFIXO;CAXIAS DO SUL;01367P;HASTE ISO 40 X REDUCAO CM 4 - COM ARRASTE;;PARTES E ACESSORIOS PARA MAQUINAS;FIXAÇÃO;1;141,03;141,03;434,37;81889;6,102;20/07/2020;;0;0
SUPORTES BRASIL;SÃO CAETANO DO SUL;29317;MGEHR 2020 2T20 - EXT DIR MGM2 (GKD 2);;SUPORTE;TORNEAMENTO;3;172;110;330;81970;5.102*;14/06/2021;;0;0
BLACK TOOLS;CAXIAS DO SUL;29341;MGEHR 2525 3T25 - EXT DIR MGM3 (GKD 3);;SUPORTE;TORNEAMENTO;1;137;110;330;81970;5.102*;14/06/2021;;0;0
SUPORTES BRASIL;SÃO CAETANO DO SUL;PTM2,5X6;PARAFUSO TORX M2,5 X 6;;PARAFUSO;COMPONENTES;10;1;1,5;5,5;820;5.102*;28/10/2019;;10;0
SUPORTES BRASIL;SÃO CAETANO DO SUL;87459;DGTR 12B 2D30;;SUPORTE DE USINAGEM;TORNEAMENTO;1;100;100;300;820;5.102*;28/10/2019;;0;0
KENNAMETAL;INDAIATUBA;54175;WMTSL 2525 M322;;SUPORTE;TORNEAMENTO;1;172;172;516;82155;5.102*;17/06/2021;;0;0
BLACK TOOLS;CAXIAS DO SUL;21372;PSDNN 2525 M12;;SUPORTE;TORNEAMENTO;1;203,5;203,5;610,5;82338;5.102*;23/06/2021;;0;0
HEINZ TOOLS;DIADEMA;152;FRESA ESFERICA 55HRC 2C D=1X4X50X2;;FRESA DE TOPO;FRESAMENTO;3;21,5;23,65;76.626;8239;5.102*;16/03/2018;;8;0
HEINZ TOOLS;DIADEMA;539;FRESA TOROIDAL 55HRC 4C D=8X8X75X20 R0.5;;FRESA DE TOPO;FRESAMENTO;3;76;76;270.864;8239;5.102*;16/03/2018;;8;0
HEINZ TOOLS;DIADEMA;5550400;FRESA TOROIDAL 55HRC 4C D=4X10X50 H4 R0.5;;FRESA DE TOPO;FRESAMENTO;3;26;37,38;115,15;8239;5.102*;16/03/2018;;8;0
HEINZ TOOLS;DIADEMA;5550303;FRESA TOROIDAL 55HRC 4C D=3X8X50 H4 R0.5;;FRESA DE TOPO;FRESAMENTO;1;26;37,38;115,14;8239;5.102*;16/03/2018;;8;0
HEINZ TOOLS;DIADEMA;999040;CILINDRO MD D=4 X 330;;CILINDRO;COMPONENTES;1;43;59;181,74;8239;5.102*;16/03/2018;;0;0
HEINZ TOOLS;DIADEMA;152;FRESA ESFERICA 55HRC 2C D=1X4X50X2;;FRESA DE TOPO;FRESAMENTO;3;21,5;23,65;76.626;8239;5.102*;16/03/2018;;8;0
HEINZ TOOLS;DIADEMA;5530400;FRESA ESFERICA 55HRC 2C D=4X8X50 H4;;FRESA DE TOPO;FRESAMENTO;8;21,5;28,37;87,39;8239;5.102*;16/03/2018;;8;0
HEINZ TOOLS;DIADEMA;169;FRESA ESFERICA 55HRC 2C D=6X6X60X12;;FRESA DE TOPO;FRESAMENTO;7;35;38,5;118,58;8239;5.102*;16/03/2018;;8;0
HEINZ TOOLS;DIADEMA;5550204;FRESA TOROIDAL 55HRC 4C D=2X4X50X6 R0.5;;FRESA DE TOPO;FRESAMENTO;3;26;37,38;115,14;8239;5.102*;16/03/2018;;8;0
HEINZ TOOLS;DIADEMA;5530154;FRESA ESFERICA 55HRC 2C D=1.5X3X50 H4;;FRESA DE TOPO;FRESAMENTO;3;21,5;28,37;87,39;8239;5.102*;16/03/2018;;8;0
HEINZ TOOLS;DIADEMA;338015;BROCA MD D=1.5X12X34 H1.5;;BROCA;FURAÇÃO;5;18;18;60.984;8239;5.102*;16/03/2018;;8;0
HEINZ TOOLS;DIADEMA;5550800;FRESA TOROIDAL 55HRC 4C D=8X8X60X20 R0.5;;FRESA DE TOPO;FRESAMENTO;5;65;93,36;287,56;8239;5.102*;16/03/2018;;8;0
HEINZ TOOLS;DIADEMA;5550204;FRESA TOROIDAL 55HRC 4C D=2X4X50X6 R0.5;;FRESA DE TOPO;FRESAMENTO;3;26;37,38;115,14;8239;5.102*;16/03/2018;;8;0
HEINZ TOOLS;DIADEMA;425;FRESA RETA 55HRC 4C D=3X4X50X8;;FRESA DE TOPO;FRESAMENTO;10;21,5;23,65;76.626;8239;5.102*;16/03/2018;;8;0
HEINZ TOOLS;DIADEMA;5530304;FRESA ESFERICA 55HRC 2C D=3X6X50 H4;;FRESA DE TOPO;FRESAMENTO;3;21,5;26,27;80,92;8239;5.102*;16/03/2018;;8;0
HEINZ TOOLS;DIADEMA;169;FRESA ESFERICA 55HRC 2C D=6X6X60X12;;FRESA DE TOPO;FRESAMENTO;1;35;38,5;118,58;8239;5.102*;16/03/2018;;8;0
HEINZ TOOLS;DIADEMA;5550303;FRESA TOROIDAL 55HRC 4C D=3X8X50 H4 R0.5;;FRESA DE TOPO;FRESAMENTO;3;26;37,38;115,14;8239;5.102*;16/03/2018;;8;0
HEINZ TOOLS;DIADEMA;5550303;FRESA TOROIDAL 55HRC 4C D=3X8X50 H4 R0.5;;FRESA DE TOPO;FRESAMENTO;1;26;37,38;115,14;8239;5.102*;16/03/2018;;8;0
BASFIX/ BTFIXO;CAXIAS DO SUL;3704;PINO ADAPTADOR BT40 PARA ISO 40 (DIN208);;PARTES E ACESSORIOS PARA MAQUINAS;FIXAÇÃO;5;29,31;32,35;99,63;82497;5.102*;08/03/2020;;0;0
BASFIX/ BTFIXO;CAXIAS DO SUL;40ER060;40ER060M ER D=6;;PARTES E ACESSORIOS PARA MAQUINAS;FIXAÇÃO;1;29,55;33,69;103,76;82497;5.102*;08/03/2020;;0;0
BASFIX/ BTFIXO;CAXIAS DO SUL;40ER080;40ER080M ER D=8;;PARTES E ACESSORIOS PARA MAQUINAS;FIXAÇÃO;1;29,55;33,69;103,76;82497;5.102*;08/03/2020;;0;0
BASFIX/ BTFIXO;CAXIAS DO SUL;4501;JOGO PINCA ER-40 (24 PINCAS - 3 A 26MM) (CAIXA PLASTICO);;PARTES E ACESSORIOS PARA MAQUINAS;FIXAÇÃO;1;690;818,15;2519,9;82497;5.102*;08/03/2020;;0;0
BASFIX/ BTFIXO;CAXIAS DO SUL;16ER060;16ER060M ER D=6;;PARTES E ACESSORIOS PARA MAQUINAS;FIXAÇÃO;1;19,36;20,75;63,91;82497;5.102*;08/03/2020;;0;0
BLACK TOOLS;CAXIAS DO SUL;50064;S32R DG3;;SUPORTE;TORNEAMENTO;1;261,5;261,5;856,8;827;5.102*;29/10/2019;;0;0
SUPORTES BRASIL;SÃO CAETANO DO SUL;28484;DGTR 25B 2D35 - DIR DGN2;;SUPORTE;TORNEAMENTO;1;172;110;330;82736;5.102*;13/07/2021;;0;0
BLACK TOOLS;CAXIAS DO SUL;29341;MGEHR 2525 3T25 - EXT DIR MGM3 (GKD 3);;SUPORTE;TORNEAMENTO;1;137;110;330;82736;5.102*;13/07/2021;;0;0
BASFIX/ BTFIXO;CAXIAS DO SUL;2353;PORTA PINCA HASTE PARALELA 20,00MM X 200,00MM X DMC 08 (KOJEX);;PARTES E ACESSORIOS PARA MAQUINAS;FIXAÇÃO;1;507,17;531,32;1636,46;82790;5.102*;08/10/2020;;0;0
BASFIX/ BTFIXO;CAXIAS DO SUL;1918;PINCA DMC08 8,00MM (KOJEX);;PARTES E ACESSORIOS PARA MAQUINAS;FIXAÇÃO;1;164,87;191,81;590,77;82790;5.102*;08/10/2020;;0;0
BASFIX/ BTFIXO;CAXIAS DO SUL;1835;PORTA PINCA HASTE PARALELA 20,00MM X 200,00MM X DMC 06 (KOJEX);;PARTES E ACESSORIOS PARA MAQUINAS;FIXAÇÃO;1;507,17;559,65;1723,72;82790;5.102*;08/10/2020;;0;0
BASFIX/ BTFIXO;CAXIAS DO SUL;1289;PINCA DMC06 3,00MM (KOJEX);;PARTES E ACESSORIOS PARA MAQUINAS;FIXAÇÃO;1;116,04;128,64;396,21;82790;5.102*;08/10/2020;;0;0
BLACK TOOLS;CAXIAS DO SUL;19107;171.35.851 CALCO DNMG1605;;CALÇO;COMPONENTES;1;12;12;36;82885;5.102*;15/07/2021;;10;0
BLACK TOOLS;CAXIAS DO SUL;19063;174.3.847 ALAVANCA DNMG1605;;ALAVANCA;COMPONENTES;1;10;10;30;82885;5.102*;15/07/2021;;10;0
BLACK TOOLS;CAXIAS DO SUL;20972;PDJNR 2020 K15 - EXT DIR DNMG1506;;SUPORTE;TORNEAMENTO;1;118;118;354;82885;5.102*;15/07/2021;;0;0
SUPORTES BRASIL;SÃO CAETANO DO SUL;19154;F-CALCO 5322.331.06 (MWLNL 2020 06);;PARTES E ACESSORIOS PARA MAQUINAS;COMPONENTES;5;4;4;12;82980;5.102*;19/07/2021;;0;0
BLACK TOOLS;CAXIAS DO SUL;18145;F-CALCO 170.3.852 - TNMG16;;CALÇO;COMPONENTES;5;5;6;23,9;82980;5.102*;19/07/2021;;10;0
BLACK TOOLS;CAXIAS DO SUL;19621;S16R MWLNL 06 - INT ESQ WNMG0604;;SUPORTE;TORNEAMENTO;1;103;103;309;82980;5.102*;19/07/2021;;0;0
GCTOOLS;INDAIATUBA;35068;4NKT060308R-M AX325U;;INSERTO;TORNEAMENTO;50;18;18;65,88;8301;5.102*;31/08/2021;;8;0
BASFIX/ BTFIXO;CAXIAS DO SUL;2788;MORSA PRECISAO ABERT. 200MM/410MM (HVV-6);;PARTES E ACESSORIOS PARA MAQUINAS;FIXAÇÃO;1;3215,28;4333,6;13347,48;83112;6,102;17/08/2020;;0;0
BASFIX/ BTFIXO;CAXIAS DO SUL;926;PINCA DMC06 6,00MM (KOJEX);;PARTES E ACESSORIOS PARA MAQUINAS;FIXAÇÃO;1;116,04;128,11;396,21;83112;6,102;17/08/2020;;0;0
BASFIX/ BTFIXO;CAXIAS DO SUL;1918;PINCA DMC08 8,00MM (KOJEX);;PARTES E ACESSORIOS PARA MAQUINAS;FIXAÇÃO;1;164,87;191,81;590,77;83112;6,102;17/08/2020;;0;0
BASFIX/ BTFIXO;CAXIAS DO SUL;1917;PINCA DMC08 6,00MM (KOJEX);;PARTES E ACESSORIOS PARA MAQUINAS;FIXAÇÃO;1;164,87;191,81;590,77;83112;6,102;17/08/2020;;0;0
BASFIX/ BTFIXO;CAXIAS DO SUL;1946;PORTA PINCA BT 40 X DMC 08 (L= 90MM) (L1= 53MM)- 30.000RPM (KOJEX);;PARTES E ACESSORIOS PARA MAQUINAS;FIXAÇÃO;1;579,12;579,12;1783,68;83112;6,102;17/08/2020;;0;0
BASFIX/ BTFIXO;CAXIAS DO SUL;5035;PARAFUSO PARA PORTA PINCA DMC 06 BT/SK40 DMC06150 (M5 X P0.8X120L);;PARTES E ACESSORIOS PARA MAQUINAS;FIXAÇÃO;2;14,36;14,36;44,23;83112;6,102;17/08/2020;;0;0
SUPORTES BRASIL;SÃO CAETANO DO SUL;23591;SIL 0016 16 - INT ESQ 16IR;;SUPORTE;ROSQUEAMENTO;1;132;132;396;83118;5.102*;22/07/2021;;0;0
BASFIX/ BTFIXO;CAXIAS DO SUL;25ER040;25ER040M ER D=4;;PARTES E ACESSORIOS PARA MAQUINAS;FIXAÇÃO;1;20,22;21,8;67,14;83372;6,102;24/08/2020;;0;0
BASFIX/ BTFIXO;CAXIAS DO SUL;25ER060;25ER060M ER D=6;;PARTES E ACESSORIOS PARA MAQUINAS;FIXAÇÃO;1;20,22;21,8;67,14;83372;6,102;24/08/2020;;0;0
BASFIX/ BTFIXO;CAXIAS DO SUL;25ER080;25ER080M ER D=8;;PARTES E ACESSORIOS PARA MAQUINAS;FIXAÇÃO;1;20,22;21,8;67,14;83372;6,102;24/08/2020;;0;0
BASFIX/ BTFIXO;CAXIAS DO SUL;25ER100;25ER100M ER D=10;;PARTES E ACESSORIOS PARA MAQUINAS;FIXAÇÃO;1;20,22;21,8;67,14;83372;6,102;24/08/2020;;0;0
BASFIX/ BTFIXO;CAXIAS DO SUL;25ER120;25ER120M ER D=12;;PARTES E ACESSORIOS PARA MAQUINAS;FIXAÇÃO;1;20,22;21,8;67,14;83372;6,102;24/08/2020;;0;0
BASFIX/ BTFIXO;CAXIAS DO SUL;25ER160;25ER160M ER D=16;;PARTES E ACESSORIOS PARA MAQUINAS;FIXAÇÃO;1;20,22;19,83;61,07;83372;6,102;24/08/2020;;0;0
GMF;DIADEMA;333125;BROCA DE CENTRO - DIN 333A - 1,25X3,15MM;;BROCA;FURAÇÃO;2;4;5,32;17,5;8361;5.102*;29/03/2018;;8;0
HEINZ TOOLS;DIADEMA;3503 - 300030;BROCA DE CENTRO - DIN 333A - 2,00X5,00MM - INDAÇO;;BROCA;FURAÇÃO;2;4;25,62;78,9;8361;5.102*;29/03/2018;;8;0
HEINZ TOOLS;DIADEMA;333250;BROCA DE CENTRO - DIN 333A - 2,50X6,30MM;;BROCA;FURAÇÃO;5;6;10,17;31,32;8361;5.102*;29/03/2018;;8;0
HEINZ TOOLS;DIADEMA;333315;BROCA DE CENTRO - DIN 333A - 3,15X8,00MM;;BROCA;FURAÇÃO;5;7;17,05;52,51;8361;5.102*;29/03/2018;;8;0
GMF;DIADEMA;333160;BROCA DE CENTRO - DIN 333A - 1,60X4,00MM;;BROCA;FURAÇÃO;5;4,2;9,16;28,18;8361;5.102*;29/03/2018;;8;0
HEINZ TOOLS;DIADEMA;5551000;FRESA TOROIDAL 55HRC 4C D=10X10X75X25 R0.5;;FRESA DE TOPO;FRESAMENTO;3;125;153;471,24;8361;5.102*;29/03/2018;;8;0
HEINZ TOOLS;DIADEMA;642;FRESA TOROIDAL 55HRC 4C D=10X10X75X25 R1.0;;FRESA DE TOPO;FRESAMENTO;2;125;125;423,5;8361;5.102*;29/03/2018;;8;0
HEINZ TOOLS;DIADEMA;623;FRESA TOROIDAL 55HRC 4C D=12X12X100X40 R1.0;;FRESA DE TOPO;FRESAMENTO;2;180;180;609,84;8361;5.102*;29/03/2018;;8;0
HEINZ TOOLS;DIADEMA;5550204;FRESA TOROIDAL 55HRC 4C D=2X4X50X6 R0.5;;FRESA DE TOPO;FRESAMENTO;3;26;37,38;115,14;8361;5.102*;29/03/2018;;8;0
HEINZ TOOLS;DIADEMA;5550303;FRESA TOROIDAL 55HRC 4C D=3X8X50 H4 R0.5;;FRESA DE TOPO;FRESAMENTO;3;26;37,38;115,14;8361;5.102*;29/03/2018;;8;0
BASFIX/ BTFIXO;CAXIAS DO SUL;1147;CHAVE ER-25 - PARA PORCA TIPO T2 (4 PONTAS);;PARTES E ACESSORIOS PARA MAQUINAS;FIXAÇÃO;2;23,04;31,76;97,82;83660;5.102*;31/08/2020;;0;0
BASFIX/ BTFIXO;CAXIAS DO SUL;1163;PINO FIXACAO BT 40 - 45G - SEM REFRIGERACAO INTERNA;;PARTES E ACESSORIOS PARA MAQUINAS;FIXAÇÃO;30;16,59;18,45;56,82;83660;5.102*;31/08/2020;;0;0
BASFIX/ BTFIXO;CAXIAS DO SUL;00173C;PORTA PINCA BT 40 X ER-40 (L1=70,00MM) - 12.000RPM;;PARTES E ACESSORIOS PARA MAQUINAS;FIXAÇÃO;30;99,9;126,4;389,31;83660;5.102*;31/08/2020;;0;0
BASFIX/ BTFIXO;CAXIAS DO SUL;2264;PORTA FRESA ROSCADO BT 40 X M 16 (L=102MM) (L1= 75MM) - 12.000RPM;;PARTES E ACESSORIOS PARA MAQUINAS;FIXAÇÃO;1;99;99;304,92;83660;5.102*;31/08/2020;;0;0
BASFIX/ BTFIXO;CAXIAS DO SUL;4005;VDI 30 - PORTA BARRA 32,00MM;;PARTES E ACESSORIOS PARA MAQUINAS;FIXAÇÃO;1;421,74;421,74;1298,95;83791;5.102*;09/03/2020;;0;0
SUPORTES BRASIL;SÃO CAETANO DO SUL;BAP300D16;BAP300RD16Z02H15L150 APMT1135;;SUPORTE;FRESAMENTO;1;80;120;360;838;5.102*;31/10/2019;;0;0
SUPORTES BRASIL;SÃO CAETANO DO SUL;MWLNL25M08;MWLNL 2525 M08 - EXT ESQ WNMG0804;;SUPORTE;TORNEAMENTO;1;90;100;300;838;5.102*;31/10/2019;;0;0
SUPORTES BRASIL;SÃO CAETANO DO SUL;20941;MWLNR 2020 K08 - EXT DIR WNMG0804;;SUPORTE;TORNEAMENTO;2;80;110;300;838;5.102*;31/10/2019;;0;0
SUPORTES BRASIL;SÃO CAETANO DO SUL;28487;DGTR 25B 3D40 - DIR DGN3;;SUPORTE;TORNEAMENTO;2;100;110;411;838;5.102*;31/10/2019;;0;0
SUPORTES BRASIL;SÃO CAETANO DO SUL;202016;SER 2020 K16 - EXT DIR 16ER;;SUPORTE;TORNEAMENTO;1;80;100;300;838;5.102*;31/10/2019;;0;0
CEDIFER;SÃO PAULO;524274;S25T MVUNL 16;;SUPORTE;TORNEAMENTO;1;199,1;199,1;613,22;83859;5,101;17/01/2019;;0;0
BASFIX/ BTFIXO;CAXIAS DO SUL;2288;PINÇA DMC10 10,00MM (KOJEX);;PARTES E ACESSORIOS PARA MAQUINAS;FIXAÇÃO;2;186,34;195,71;602,78;83990;6,102;09/08/2020;;0;0
BASFIX/ BTFIXO;CAXIAS DO SUL;2287;PINÇA DMC10 8,00MM (KOJEX);;PARTES E ACESSORIOS PARA MAQUINAS;FIXAÇÃO;2;186,34;205,46;632,81;83990;6,102;09/08/2020;;0;0
BASFIX/ BTFIXO;CAXIAS DO SUL;1793;PORTA PINCA BT 40 X DMC 06 *** USADO *** (L=90MM) (L1=45MM)-30.000RPM (KOJEX);;PARTES E ACESSORIOS PARA MAQUINAS;FIXAÇÃO;3;489,27;513,74;1582,31;83990;6,102;09/08/2020;;0;0
BASFIX/ BTFIXO;CAXIAS DO SUL;2290;PORTA PINCA BT 40 X DMC 10 (L=120MM) (L1= MM)- 30.000RPM (KOJEX);;PARTES E ACESSORIOS PARA MAQUINAS;FIXAÇÃO;1;699,71;734,63;2262,66;83990;6,102;09/08/2020;;0;0
BASFIX/ BTFIXO;CAXIAS DO SUL;01066P;PORTA PINCA BT 40 X ER-32 (L1= 70,00MM) - 12.000RPM;;PARTES E ACESSORIOS PARA MAQUINAS;FIXAÇÃO;4;121;139,17;428,64;83990;6,102;09/08/2020;;0;0
